,Montvert,Marquet,Le Bras de la Plaine,St Andre,Digue,St Paul,Saline,Ste Marie,Dattiers,Le Port,Possession,Beaufonds,Le Gol,Bois Rouge,Abondance,La Vallee,Langevin,St Pierre,Riviere de l'Est,Tampon,Moufia,TAC SUD,Takamaka,Ste Rose,St Leu
2050-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 06:00:00,0.0,2.78,0.0,2.78,0.0,0.0,0.0,0.0,0.0,2.78,2.78,0.0,0.0,2.78,2.78,0.0,2.78,0.0,0.0,0.0,0.0,0.0,2.78,0.0,5.56
2050-01-01 07:00:00,5.56,83.39999999999999,5.56,72.28,11.12,66.72,66.72,11.12,11.12,83.39999999999999,83.39999999999999,11.12,5.56,72.28,72.28,5.56,13.899999999999999,5.56,11.12,5.56,11.12,5.56,72.28,11.12,139.0
2050-01-01 08:00:00,36.14,303.02,36.14,366.96,58.379999999999995,211.27999999999997,211.27999999999997,58.379999999999995,58.379999999999995,303.02,303.02,36.14,36.14,366.96,366.96,36.14,30.58,36.14,36.14,36.14,58.379999999999995,36.14,366.96,36.14,269.65999999999997
2050-01-01 09:00:00,108.41999999999999,572.68,108.41999999999999,597.6999999999999,83.39999999999999,606.04,606.04,83.39999999999999,83.39999999999999,572.68,572.68,97.3,108.41999999999999,597.6999999999999,597.6999999999999,108.41999999999999,150.11999999999998,108.41999999999999,97.3,108.41999999999999,83.39999999999999,108.41999999999999,597.6999999999999,97.3,497.61999999999995
2050-01-01 10:00:00,186.26,783.9599999999999,186.26,775.6199999999999,166.79999999999998,480.93999999999994,480.93999999999994,166.79999999999998,166.79999999999998,783.9599999999999,783.9599999999999,141.78,186.26,775.6199999999999,775.6199999999999,186.26,155.67999999999998,186.26,141.78,186.26,166.79999999999998,186.26,775.6199999999999,141.78,569.9
2050-01-01 11:00:00,161.23999999999998,942.42,161.23999999999998,961.8799999999999,408.65999999999997,631.06,631.06,408.65999999999997,408.65999999999997,942.42,942.42,372.52,161.23999999999998,961.8799999999999,961.8799999999999,161.23999999999998,133.44,161.23999999999998,372.52,161.23999999999998,408.65999999999997,161.23999999999998,961.8799999999999,372.52,569.9
2050-01-01 12:00:00,219.61999999999998,1056.3999999999999,219.61999999999998,1045.28,569.9,897.9399999999999,897.9399999999999,569.9,569.9,1056.3999999999999,1056.3999999999999,556.0,219.61999999999998,1045.28,1045.28,219.61999999999998,202.94,219.61999999999998,556.0,219.61999999999998,569.9,219.61999999999998,1045.28,556.0,619.9399999999999
2050-01-01 13:00:00,319.7,1073.08,319.7,1020.2599999999999,497.61999999999995,411.44,411.44,497.61999999999995,497.61999999999995,1073.08,1073.08,1137.02,319.7,1020.2599999999999,1020.2599999999999,319.7,222.39999999999998,319.7,1137.02,319.7,497.61999999999995,319.7,1020.2599999999999,1137.02,689.4399999999999
2050-01-01 14:00:00,169.57999999999998,1006.3599999999999,169.57999999999998,1059.1799999999998,330.82,155.67999999999998,155.67999999999998,330.82,330.82,1006.3599999999999,1006.3599999999999,992.4599999999999,169.57999999999998,1059.1799999999998,1059.1799999999998,169.57999999999998,205.72,169.57999999999998,992.4599999999999,169.57999999999998,330.82,169.57999999999998,1059.1799999999998,992.4599999999999,569.9
2050-01-01 15:00:00,186.26,906.28,186.26,922.9599999999999,152.89999999999998,169.57999999999998,169.57999999999998,152.89999999999998,152.89999999999998,906.28,906.28,914.6199999999999,186.26,922.9599999999999,922.9599999999999,186.26,191.82,186.26,914.6199999999999,186.26,152.89999999999998,186.26,922.9599999999999,914.6199999999999,700.56
2050-01-01 16:00:00,144.56,617.16,144.56,642.18,127.88,144.56,144.56,127.88,127.88,617.16,617.16,753.38,144.56,642.18,642.18,144.56,152.89999999999998,144.56,753.38,144.56,127.88,144.56,642.18,753.38,408.65999999999997
2050-01-01 17:00:00,83.39999999999999,169.57999999999998,83.39999999999999,364.17999999999995,91.74,102.86,102.86,91.74,91.74,169.57999999999998,169.57999999999998,519.86,83.39999999999999,364.17999999999995,364.17999999999995,83.39999999999999,61.16,83.39999999999999,519.86,83.39999999999999,91.74,83.39999999999999,364.17999999999995,519.86,525.42
2050-01-01 18:00:00,55.599999999999994,127.88,55.599999999999994,247.42,22.24,47.26,47.26,22.24,22.24,127.88,127.88,244.64,55.599999999999994,247.42,247.42,55.599999999999994,30.58,55.599999999999994,244.64,55.599999999999994,22.24,55.599999999999994,247.42,244.64,258.53999999999996
2050-01-01 19:00:00,13.899999999999999,33.36,13.899999999999999,41.699999999999996,0.0,11.12,11.12,0.0,0.0,33.36,33.36,33.36,13.899999999999999,41.699999999999996,41.699999999999996,13.899999999999999,2.78,13.899999999999999,33.36,13.899999999999999,0.0,13.899999999999999,41.699999999999996,33.36,116.75999999999999
2050-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 06:00:00,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,2.78,2.78,0.0,0.0,0.0,0.0,0.8108333333333334,0.0,2.78,0.0,0.0,0.0,0.0,2.78,2.78
2050-01-02 07:00:00,5.56,94.52,5.56,5.56,0.0,36.14,36.14,0.0,0.0,94.52,94.52,100.08,5.56,5.56,5.56,5.56,33.82333333333333,5.56,100.08,5.56,0.0,5.56,5.56,100.08,94.52
2050-01-02 08:00:00,27.799999999999997,319.7,27.799999999999997,50.04,8.34,83.39999999999999,83.39999999999999,8.34,8.34,319.7,319.7,336.38,27.799999999999997,50.04,50.04,27.799999999999997,121.50916666666667,27.799999999999997,336.38,27.799999999999997,8.34,27.799999999999997,50.04,336.38,353.06
2050-01-02 09:00:00,50.04,561.56,50.04,189.04,19.459999999999997,205.72,205.72,19.459999999999997,19.459999999999997,561.56,561.56,575.4599999999999,50.04,189.04,189.04,50.04,233.98333333333332,50.04,575.4599999999999,50.04,19.459999999999997,50.04,189.04,575.4599999999999,608.8199999999999
2050-01-02 10:00:00,55.599999999999994,761.7199999999999,55.599999999999994,191.82,33.36,239.07999999999998,239.07999999999998,33.36,33.36,761.7199999999999,761.7199999999999,792.3,55.599999999999994,191.82,191.82,55.599999999999994,285.5291666666667,55.599999999999994,792.3,55.599999999999994,33.36,55.599999999999994,191.82,792.3,422.55999999999995
2050-01-02 11:00:00,80.61999999999999,928.52,80.61999999999999,286.34,50.04,433.67999999999995,433.67999999999995,50.04,50.04,928.52,928.52,950.7599999999999,80.61999999999999,286.34,286.34,80.61999999999999,360.1258333333333,80.61999999999999,950.7599999999999,80.61999999999999,50.04,80.61999999999999,286.34,950.7599999999999,227.95999999999998
2050-01-02 12:00:00,125.1,1045.28,125.1,450.35999999999996,52.81999999999999,430.9,430.9,52.81999999999999,52.81999999999999,1045.28,1045.28,1064.74,125.1,450.35999999999996,450.35999999999996,125.1,451.17083333333335,125.1,1064.74,125.1,52.81999999999999,125.1,450.35999999999996,1064.74,747.8199999999999
2050-01-02 13:00:00,105.63999999999999,1073.08,105.63999999999999,372.52,52.81999999999999,675.54,675.54,52.81999999999999,52.81999999999999,1073.08,1073.08,931.3,105.63999999999999,372.52,372.52,105.63999999999999,431.59499999999997,105.63999999999999,931.3,105.63999999999999,52.81999999999999,105.63999999999999,372.52,931.3,553.2199999999999
2050-01-02 14:00:00,66.72,1023.04,66.72,603.26,19.459999999999997,703.3399999999999,703.3399999999999,19.459999999999997,19.459999999999997,1023.04,1023.04,758.9399999999999,66.72,603.26,603.26,66.72,427.6566666666666,66.72,758.9399999999999,66.72,19.459999999999997,66.72,603.26,758.9399999999999,553.2199999999999
2050-01-02 15:00:00,25.02,914.6199999999999,25.02,358.61999999999995,2.78,542.0999999999999,542.0999999999999,2.78,2.78,914.6199999999999,914.6199999999999,745.04,25.02,358.61999999999995,358.61999999999995,25.02,341.24500000000006,25.02,745.04,25.02,2.78,25.02,358.61999999999995,745.04,505.96
2050-01-02 16:00:00,19.459999999999997,742.26,19.459999999999997,216.83999999999997,2.78,444.79999999999995,444.79999999999995,2.78,2.78,742.26,742.26,353.06,19.459999999999997,216.83999999999997,216.83999999999997,19.459999999999997,241.51250000000002,19.459999999999997,353.06,19.459999999999997,2.78,19.459999999999997,216.83999999999997,353.06,606.04
2050-01-02 17:00:00,22.24,400.32,22.24,158.45999999999998,13.899999999999999,358.61999999999995,358.61999999999995,13.899999999999999,13.899999999999999,400.32,400.32,264.09999999999997,22.24,158.45999999999998,158.45999999999998,22.24,158.2283333333333,22.24,264.09999999999997,22.24,13.899999999999999,22.24,158.45999999999998,264.09999999999997,241.85999999999999
2050-01-02 18:00:00,11.12,172.35999999999999,11.12,80.61999999999999,5.56,347.5,347.5,5.56,5.56,172.35999999999999,172.35999999999999,116.75999999999999,11.12,80.61999999999999,80.61999999999999,11.12,96.37333333333328,11.12,116.75999999999999,11.12,5.56,11.12,80.61999999999999,116.75999999999999,328.03999999999996
2050-01-02 19:00:00,2.78,44.48,2.78,2.78,0.0,83.39999999999999,83.39999999999999,0.0,0.0,44.48,44.48,25.02,2.78,2.78,2.78,2.78,19.45999999999999,2.78,25.02,2.78,0.0,2.78,2.78,25.02,61.16
2050-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 06:00:00,0.0,5.56,0.0,2.78,0.0,8.34,8.34,0.0,0.0,5.56,5.56,2.78,0.0,2.78,2.78,0.0,2.78,0.0,2.78,0.0,0.0,0.0,2.78,2.78,5.56
2050-01-03 07:00:00,11.12,69.5,11.12,75.05999999999999,19.459999999999997,97.3,97.3,19.459999999999997,19.459999999999997,69.5,69.5,88.96,11.12,75.05999999999999,75.05999999999999,11.12,66.72,11.12,88.96,11.12,19.459999999999997,11.12,75.05999999999999,88.96,75.05999999999999
2050-01-03 08:00:00,36.14,116.75999999999999,36.14,177.92,69.5,191.82,191.82,69.5,69.5,116.75999999999999,116.75999999999999,230.73999999999998,36.14,177.92,177.92,36.14,116.75999999999999,36.14,230.73999999999998,36.14,69.5,36.14,177.92,230.73999999999998,297.46
2050-01-03 09:00:00,72.28,572.68,72.28,344.71999999999997,111.19999999999999,403.09999999999997,403.09999999999997,111.19999999999999,111.19999999999999,572.68,572.68,416.99999999999994,72.28,344.71999999999997,344.71999999999997,72.28,291.9,72.28,416.99999999999994,72.28,111.19999999999999,72.28,344.71999999999997,416.99999999999994,458.7
2050-01-03 10:00:00,230.73999999999998,650.52,230.73999999999998,475.37999999999994,191.82,536.54,536.54,191.82,191.82,650.52,650.52,867.3599999999999,230.73999999999998,475.37999999999994,475.37999999999994,230.73999999999998,450.35999999999996,230.73999999999998,867.3599999999999,230.73999999999998,191.82,230.73999999999998,475.37999999999994,867.3599999999999,606.04
2050-01-03 11:00:00,405.88,622.7199999999999,405.88,692.2199999999999,303.02,678.3199999999999,678.3199999999999,303.02,303.02,622.7199999999999,622.7199999999999,1053.62,405.88,692.2199999999999,692.2199999999999,405.88,636.62,405.88,1053.62,405.88,303.02,405.88,692.2199999999999,1053.62,539.3199999999999
2050-01-03 12:00:00,469.82,931.3,469.82,1009.1399999999999,600.4799999999999,756.16,756.16,600.4799999999999,600.4799999999999,931.3,931.3,1187.06,469.82,1009.1399999999999,1009.1399999999999,469.82,775.6199999999999,469.82,1187.06,469.82,600.4799999999999,469.82,1009.1399999999999,1187.06,289.12
2050-01-03 13:00:00,536.54,961.8799999999999,536.54,917.4,622.7199999999999,667.1999999999999,667.1999999999999,622.7199999999999,622.7199999999999,961.8799999999999,961.8799999999999,842.3399999999999,536.54,917.4,917.4,536.54,489.28,536.54,842.3399999999999,536.54,622.7199999999999,536.54,917.4,842.3399999999999,633.8399999999999
2050-01-03 14:00:00,603.26,972.9999999999999,603.26,575.4599999999999,720.02,722.8,722.8,720.02,720.02,972.9999999999999,972.9999999999999,503.17999999999995,603.26,575.4599999999999,575.4599999999999,603.26,717.2399999999999,603.26,503.17999999999995,603.26,720.02,603.26,575.4599999999999,503.17999999999995,689.4399999999999
2050-01-03 15:00:00,514.3,561.56,514.3,661.64,781.18,692.2199999999999,692.2199999999999,781.18,781.18,561.56,561.56,739.4799999999999,514.3,661.64,661.64,514.3,697.78,514.3,739.4799999999999,514.3,781.18,514.3,661.64,739.4799999999999,230.73999999999998
2050-01-03 16:00:00,297.46,169.57999999999998,297.46,308.58,695.0,547.66,547.66,695.0,695.0,169.57999999999998,169.57999999999998,517.0799999999999,297.46,308.58,308.58,297.46,597.6999999999999,297.46,517.0799999999999,297.46,695.0,297.46,308.58,517.0799999999999,58.379999999999995
2050-01-03 17:00:00,186.26,169.57999999999998,186.26,233.51999999999998,455.91999999999996,522.64,522.64,455.91999999999996,455.91999999999996,169.57999999999998,169.57999999999998,544.88,186.26,233.51999999999998,233.51999999999998,186.26,336.38,186.26,544.88,186.26,455.91999999999996,186.26,233.51999999999998,544.88,100.08
2050-01-03 18:00:00,158.45999999999998,75.05999999999999,158.45999999999998,105.63999999999999,222.39999999999998,164.01999999999998,164.01999999999998,222.39999999999998,222.39999999999998,75.05999999999999,75.05999999999999,100.08,158.45999999999998,105.63999999999999,105.63999999999999,158.45999999999998,158.45999999999998,158.45999999999998,100.08,158.45999999999998,222.39999999999998,158.45999999999998,105.63999999999999,100.08,19.459999999999997
2050-01-03 19:00:00,47.26,2.78,47.26,25.02,19.459999999999997,41.699999999999996,41.699999999999996,19.459999999999997,19.459999999999997,2.78,2.78,19.459999999999997,47.26,25.02,25.02,47.26,38.919999999999995,47.26,19.459999999999997,47.26,19.459999999999997,47.26,25.02,19.459999999999997,5.56
2050-01-03 20:00:00,2.78,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,2.78,0.0,2.78,0.0,2.78,0.0,2.78,0.0,0.0,0.0
2050-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 06:00:00,0.0,2.78,0.0,0.0,8.34,2.78,2.78,8.34,8.34,2.78,2.78,2.78,0.0,0.0,0.0,0.0,2.316666666666667,0.0,2.78,0.0,8.34,0.0,0.0,2.78,0.0
2050-01-04 07:00:00,80.61999999999999,44.48,80.61999999999999,66.72,136.22,55.599999999999994,55.599999999999994,136.22,136.22,44.48,44.48,77.83999999999999,80.61999999999999,66.72,66.72,80.61999999999999,78.88249999999998,80.61999999999999,77.83999999999999,80.61999999999999,136.22,80.61999999999999,66.72,77.83999999999999,38.919999999999995
2050-01-04 08:00:00,347.5,152.89999999999998,347.5,219.61999999999998,341.94,108.41999999999999,108.41999999999999,341.94,341.94,152.89999999999998,152.89999999999998,339.15999999999997,347.5,219.61999999999998,219.61999999999998,347.5,275.3358333333333,347.5,339.15999999999997,347.5,341.94,347.5,219.61999999999998,339.15999999999997,236.29999999999998
2050-01-04 09:00:00,586.5799999999999,578.24,586.5799999999999,375.29999999999995,589.36,200.16,200.16,589.36,589.36,578.24,578.24,592.14,586.5799999999999,375.29999999999995,375.29999999999995,586.5799999999999,516.1533333333333,586.5799999999999,592.14,586.5799999999999,589.36,586.5799999999999,375.29999999999995,592.14,511.52
2050-01-04 10:00:00,859.02,647.74,859.02,297.46,772.8399999999999,305.79999999999995,305.79999999999995,772.8399999999999,772.8399999999999,647.74,647.74,808.9799999999999,859.02,297.46,297.46,859.02,656.0799999999999,859.02,808.9799999999999,859.02,772.8399999999999,859.02,297.46,808.9799999999999,469.82
2050-01-04 11:00:00,995.2399999999999,650.52,995.2399999999999,464.26,989.68,444.79999999999995,444.79999999999995,989.68,989.68,650.52,650.52,553.2199999999999,995.2399999999999,464.26,464.26,995.2399999999999,746.5458333333332,995.2399999999999,553.2199999999999,995.2399999999999,989.68,995.2399999999999,464.26,553.2199999999999,633.8399999999999
2050-01-04 12:00:00,1070.3,289.12,1070.3,494.84,1048.06,1023.04,1023.04,1048.06,1048.06,289.12,289.12,745.04,1070.3,494.84,494.84,1070.3,809.6750000000001,1070.3,745.04,1070.3,1048.06,1070.3,494.84,745.04,619.9399999999999
2050-01-04 13:00:00,1134.24,353.06,1134.24,728.3599999999999,1078.6399999999999,1014.6999999999999,1014.6999999999999,1078.6399999999999,1078.6399999999999,353.06,353.06,1106.4399999999998,1134.24,728.3599999999999,728.3599999999999,1134.24,927.13,1134.24,1106.4399999999998,1134.24,1078.6399999999999,1134.24,728.3599999999999,1106.4399999999998,675.54
2050-01-04 14:00:00,1056.3999999999999,633.8399999999999,1056.3999999999999,959.0999999999999,975.78,870.14,870.14,975.78,975.78,633.8399999999999,633.8399999999999,811.76,1056.3999999999999,959.0999999999999,959.0999999999999,1056.3999999999999,896.4341666666666,1056.3999999999999,811.76,1056.3999999999999,975.78,1056.3999999999999,959.0999999999999,811.76,303.02
2050-01-04 15:00:00,825.66,252.98,825.66,631.06,731.14,469.82,469.82,731.14,731.14,252.98,252.98,536.54,825.66,631.06,631.06,825.66,611.5999999999998,825.66,536.54,825.66,731.14,825.66,631.06,536.54,141.78
2050-01-04 16:00:00,469.82,119.53999999999999,469.82,631.06,650.52,453.14,453.14,650.52,650.52,119.53999999999999,119.53999999999999,322.47999999999996,469.82,631.06,631.06,469.82,450.59166666666647,469.82,322.47999999999996,469.82,650.52,469.82,631.06,322.47999999999996,166.79999999999998
2050-01-04 17:00:00,197.38,94.52,197.38,386.41999999999996,561.56,236.29999999999998,236.29999999999998,561.56,561.56,94.52,94.52,175.14,197.38,386.41999999999996,386.41999999999996,197.38,272.90333333333336,197.38,175.14,197.38,561.56,197.38,386.41999999999996,175.14,94.52
2050-01-04 18:00:00,169.57999999999998,94.52,169.57999999999998,139.0,311.35999999999996,139.0,139.0,311.35999999999996,311.35999999999996,94.52,94.52,63.94,169.57999999999998,139.0,139.0,169.57999999999998,158.69166666666663,169.57999999999998,63.94,169.57999999999998,311.35999999999996,169.57999999999998,139.0,63.94,66.72
2050-01-04 19:00:00,63.94,69.5,63.94,30.58,63.94,25.02,25.02,63.94,63.94,69.5,69.5,30.58,63.94,30.58,30.58,63.94,50.387499999999996,63.94,30.58,63.94,63.94,63.94,30.58,30.58,33.36
2050-01-04 20:00:00,5.56,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,5.56,0.0,5.56,0.0,5.56,0.0,5.56,0.0,0.0,0.0
2050-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
