,Abondance,Beaufonds,St Paul,Ste Rose,St Leu,Dattiers,Digue,Langevin,Le Bras de la Plaine,Le Gol,Le Port,Ste Marie,Bois Rouge,Tampon,La Vallee,St Andre,Moufia,Possession,Saline,St Pierre
2019-01-01 00:00:00,7.886264831608032,6.5576370725864646,28.022636120892432,3.330334276801484,10.277423597117645,14.97111429702153,4.829694428114836,11.01577034835799,16.277027500151444,21.16808240147462,19.1474151739756,15.248420473236795,11.126169501208183,18.352522416796916,5.819505522432465,13.204625502325067,34.81014158102561,18.873265995381388,18.127921261694492,28.625326966570977
2019-01-01 01:00:00,8.456986853481858,7.0322074767885985,30.050609551489128,3.5713476275520057,11.021191667331532,16.05456061840991,5.1792151490014575,11.812971920959841,17.45498160685979,22.699997832331128,20.533096701934216,16.35193519772183,11.931360563013504,19.68067825785093,6.240657998159218,14.160232589544455,37.32932078804524,20.23910758937339,19.439822915488463,30.696916601461485
2019-01-01 02:00:00,8.244168084720886,6.855243061115458,29.2943906006897,3.4814752157721394,10.743845080236568,15.650550078603798,5.048880999232162,11.515700306000248,17.015729689046072,22.1287558908157,20.016384492885848,15.940441272529595,11.631109716150911,19.18541702736998,6.08361280293348,13.803892522179314,36.38993419250804,19.72979357096293,18.95062277252002,29.92443343351242
2019-01-01 03:00:00,8.015187172515027,6.664839397168298,28.480741944654596,3.3847776032856784,10.44543589912945,15.21585767584167,4.908648853921391,11.195852926172536,16.543119564409345,21.514131994530683,19.460431492759778,15.497697171968076,11.308056851944198,18.652544062283447,5.914641089255701,13.420490841228839,35.379207550246264,19.18180060392418,18.42427119347314,29.093285403240163
2019-01-01 04:00:00,7.8229726170998095,6.505007927975226,27.797736915207533,3.3036062584135415,10.194940835913187,14.850961728252036,4.790933105450621,10.927361892041993,16.146394160022314,20.998195282453196,18.99374517501588,15.126042348723965,11.036875022546639,18.205231930061636,5.772800345809265,13.098650112499934,34.53076839295089,18.721796215281845,17.98243333989852,28.395590789379117
2019-01-01 05:00:00,7.568204980094314,6.293161922674155,26.892459075872164,3.1960190276704776,9.862926253566439,14.367316365810709,4.634908692983796,10.571494844539592,15.620560964937807,20.31435541040801,18.375183432188603,14.633438545151135,10.677441504490735,17.612349384388317,5.584799853542226,12.672071585326137,33.40621859608383,18.112090926036686,17.396806587275012,27.470842880767993
2019-01-01 06:00:00,7.377103835707567,6.134256284098396,26.21341038225329,3.1153178712831897,9.613882193711293,14.004534093595,4.517874818017813,10.304559056200924,15.226133609413754,19.801407283788993,17.911200414888793,14.263936548357087,10.407830507431655,17.167628326812803,5.443780728665199,12.352095132775506,32.56269405887371,17.654751132478495,16.957528098353624,26.777189692780762
2019-01-01 07:00:00,7.748452819584321,6.4430427521583296,27.532942210214937,3.2721368820655075,10.097826226932709,14.709494959151943,4.745295803314596,10.82327041231554,15.992587406208546,20.798171412087253,18.8128152250108,14.981955226320679,10.931740346491894,18.031813171802753,5.717810007235571,12.973875451781307,34.201836413427884,18.543456787116202,17.811136908616646,28.12510106897132
2019-01-01 08:00:00,8.154054122473434,6.780310926295043,28.974184415963176,3.443420493581192,10.626408070218874,15.4794796850308,4.993693542222413,11.389826431042371,16.82973702040394,21.88687461760103,19.7975927727285,15.766202185179754,11.503974343474594,18.97570830625472,6.017115074015545,13.65300726161349,35.99216923644311,19.514134470525754,18.743480500851213,29.597340482835975
2019-01-01 09:00:00,8.437181670666352,7.015738945255169,29.9802348629392,3.56298398765439,10.995381444423787,16.016962888440712,5.167086088776587,11.785307449849457,17.414104269841957,22.64683733737354,20.485010812598482,16.313641054478026,11.903418840827792,19.634588623613244,6.226043174382862,14.127071133815035,37.2419002876478,20.191710184981634,19.394297333692883,30.62502834436741
