,Abondance,Beaufonds,St Paul,Ste Rose,St Leu,Dattiers,Digue,Langevin,Le Bras de la Plaine,Le Gol,Le Port,Ste Marie,Bois Rouge,Tampon,La Vallee,St Andre,Moufia,Possession,Saline,St Pierre
2019-01-01 00:00:00,7.229184417502566,6.01125738902087,25.687801349323102,3.052852164237919,9.42111279633588,13.723727074812135,4.4272862307500676,10.097940793208004,14.92083211506383,19.40436628907221,17.552060242305142,13.977928211950953,10.199141533042576,16.82339762996803,5.334626662767126,12.104421416050908,31.909774584287778,17.30075306301526,16.617510152779616,26.240276236127325
2019-01-01 01:00:00,7.752354110044397,6.446286778005571,27.54680484928413,3.2737843795336214,10.102910410064995,14.716901084438225,4.747685025741158,10.828719851395775,16.00063955934576,20.808643142328926,18.822287342641694,14.989498533398708,10.937244399406561,18.040892060497438,5.7206888835936205,12.980407705085131,34.2190567929312,18.552793284704155,17.820104688394444,28.13926185578178
2019-01-01 02:00:00,7.557267315506051,6.284066966275527,26.85359375733242,3.191400100958753,9.848672229064723,14.346552540325536,4.628210264913412,10.556216787839192,15.597985934667832,20.28499684964093,18.34862738704214,14.612290116560631,10.662010332350963,17.586895796558125,5.576728630874329,12.653757748821537,33.3579395107357,18.08591510547393,17.37166450459372,27.43114167471227
2019-01-01 03:00:00,7.347365000814624,6.109527659032716,26.107737980088434,3.102759294655233,9.575126380914526,13.948078533738824,4.499662205551972,10.26301896306388,15.164753495543524,19.72158316920758,17.83899616729578,14.206435276396975,10.365874102865938,17.098421592614038,5.421835572423863,12.302300941733012,32.431426205817466,17.58358069205939,16.889168327427203,26.669244564054747
2019-01-01 04:00:00,7.1711656848525775,5.963013283572478,25.48164065500687,3.0283511135927,9.345502465622415,13.613585569750073,4.391754485901372,10.016898493916521,14.801083092296704,19.24863409648318,17.41119396585641,13.865746583555024,10.117287034431042,16.68837932735088,5.291812942676484,12.007275853085277,31.65367865788633,17.161903684076144,16.484144226115973,26.029681584824782
2019-01-01 05:00:00,6.937625184901027,5.768818202233776,24.65179020116418,2.9297280076461782,9.041151204748601,13.170237344396945,4.248729964732056,9.690682145690943,14.319062107549303,18.621771487553016,16.844170538670998,13.414186330782602,9.787801372544129,16.144895516940107,5.119476575815904,11.616239677236083,30.622825897827635,16.602998794322243,15.947311658996206,25.181983300048
2019-01-01 06:00:00,6.762446511008346,5.623152517556161,24.029319571600738,2.855750839153034,8.812857395801112,12.837681945200032,4.1414473051600575,9.445987339881562,13.957498280658413,18.151561992548622,16.418846399769905,13.075471091756707,9.540654255329018,15.73722843902578,4.990207107709165,11.322923534025215,29.849583485812776,16.183764368432364,15.544633677104612,24.5461250167134
2019-01-01 07:00:00,7.102854846896027,5.906211021283756,25.23890853834026,2.999503753025765,9.256479406805052,13.483905754956902,4.349919665425107,9.921479874417813,14.660091455353358,19.065276134551382,17.24533902652012,13.73366474224204,10.020912137302565,16.529409750285314,5.241404376996972,11.89289736691639,31.35215315860873,16.99842342534148,16.32712014459724,25.781728959136966
2019-01-01 08:00:00,7.474661612351411,6.215378146792466,26.56006702313816,3.1565160829160708,9.741020023491393,14.189735663144683,4.5776210046266606,10.440830673519391,15.427490100375229,20.063269026831733,18.14806530501559,14.452568559894052,10.545467827795278,17.394659921746438,5.515771465986065,12.515444187483672,32.993316170838696,17.88822463455233,17.181781243692768,27.131301977137348
2019-01-01 09:00:00,7.734199087095915,6.431190397896262,27.482293751481187,3.266117594748622,10.079250684549677,14.682435982209169,4.736566553936211,10.803360372892328,15.96316810560838,20.759911958431342,18.778207950266435,14.954395042769002,10.911630770275881,17.998642596048303,5.707291761056583,12.950009248510355,34.138920133468474,18.509345012984237,17.778372279764792,28.073363299357073
2019-01-01 10:00:00,8.201430845384639,6.819705920144981,29.142530356036094,3.463427471231921,10.688149675452596,15.56941862936845,5.022707923498261,11.456003653160996,16.927521236145967,22.014041837560054,19.912620837665838,15.857807045911622,11.570814788321075,19.085961054270154,6.052075743800748,13.732334027443434,36.20129110432334,19.62751558472685,18.85238395779945,29.769307087165867
2019-01-01 11:00:00,8.646271160492573,7.189602367198233,30.723202391320882,3.651281541661996,11.267868014750023,16.413893845913517,5.295136359158538,12.077369896566877,17.845659061440312,23.20806925697435,20.992668538493174,16.717924264018006,12.198408313588539,20.12117126204715,6.380336425587079,14.477166961000753,38.1648257662322,20.69209936066751,19.87492509463567,31.383975087768707
2019-01-01 12:00:00,8.647052022446863,7.19025167449508,30.725977064866974,3.6516112961639506,11.268885638333112,16.415376217329833,5.295614573460275,12.078460627875792,17.847270738422406,23.21016522389222,20.994564428163585,16.719434093026393,12.19950997611776,20.122988445064273,6.380912646466327,14.478474422758074,38.16827250759386,20.693968105337348,19.876720038671394,31.38680943701193
2019-01-01 13:00:00,8.509806774697099,7.076128633499429,30.238297064368037,3.593653243439521,11.090026878459577,16.15483281247872,5.211563045582899,11.886752365105389,17.564000429906468,22.84177552666398,20.661340551533506,16.45406470836483,12.005880428758541,19.803598145637466,6.279635363207187,14.248673352516823,37.56246904961918,20.365515267055585,19.561238489690474,30.888640763332738
2019-01-01 14:00:00,8.391353928793114,6.9776319699661356,29.817392990116367,3.5436311377504475,10.935658479777343,15.929964496146205,5.13902033213459,11.721293890726251,17.319517107139685,22.523827847208047,20.37374358801636,16.22503121289354,11.838763743030972,19.52794058705875,6.192225543019152,14.050337955057467,37.039615655187546,20.082036064113325,19.288954473160278,30.45868418483536
2019-01-01 15:00:00,8.318486126050445,6.917040471345893,29.55846839592791,3.5128593913875195,10.840696759448592,15.791633838131657,5.09439474214873,11.619509966657976,17.16912002380002,22.328238213102807,20.19682459002162,16.08413829097089,11.735959748769188,19.35836626868972,6.1384542597154415,13.928329365828025,36.71797561591266,19.9076501598828,19.121455432887437,30.194190825382808
2019-01-01 16:00:00,8.254849419871176,6.864124872830115,29.332345091769206,3.485985895711576,10.757765054808347,15.67082729383741,5.055422446414283,11.530620314082888,17.037775662607952,22.157426419570058,20.04231818432305,15.961094077509514,11.646179251338852,19.210274098109135,6.091494872610488,13.821777165104201,36.437081834236444,19.755355948562684,18.975175638383483,29.963204222681345
2019-01-01 17:00:00,8.311912286267686,6.911574150294148,29.53510926152363,3.510083288324004,10.832129695375851,15.779154203113121,5.090368801091964,11.610327430831443,17.155551804470548,22.310592903797723,20.180863670334624,16.071427498818764,11.726685186316807,19.343067956427372,6.133603231029971,13.917322242139294,36.6889585465579,19.891917765716457,19.106344343859433,30.17032929939739
2019-01-01 18:00:00,8.578674978481619,7.133394360165081,30.483009695272617,3.6227359770964087,11.179776299481977,16.28557071848414,5.2537392071999,11.982949529845989,17.706142454150168,23.026629553719903,20.828548744297088,16.587224239646865,12.103041673645885,19.963864796675384,6.330455225436223,14.363985082392748,37.86645477357835,20.530329403583174,19.719543771379264,31.138616498744398
2019-01-01 19:00:00,9.334503262789775,7.761885500587252,33.168729923200495,3.9419188724664416,12.164775866499268,17.720418758071446,5.71662242647804,13.038713060555924,19.266150649635485,25.055401823638455,22.66365804748429,18.048649607775914,13.169385980435441,21.722790704846567,6.888203027274258,15.62953089545658,41.20269698069503,22.33916394834851,21.456943658127184,33.88209927936156
2019-01-01 20:00:00,9.554009239270844,7.944410505740171,33.94871084403344,4.034615262081425,12.450837259384913,18.13712414813217,5.851051945925506,13.345325567064215,19.71920477499402,25.64459337337493,23.19660642730619,18.473073526733916,13.479071332500723,22.23361407180269,7.050182908702871,15.997067907824915,42.17160105408629,22.86448167101728,21.96151548561282,34.67885547282632
2019-01-01 21:00:00,9.686956708407758,8.05495983053897,34.42111934544281,4.090758382168656,12.624095130590106,18.389508743177863,5.932471434699078,13.531030564256026,19.993604590042562,26.001447098408136,23.519395534982497,18.7301329780127,13.666637450042877,22.543002795069057,7.148288735397247,16.21967285185352,42.758434025374086,23.182649143453293,22.267117859349504,35.16142419891947
2019-01-01 22:00:00,9.869006896506738,8.206339360397566,35.068006849954564,4.16763736029962,12.861343934552307,18.735108876069717,6.0439623366498845,13.785323706420874,20.36935102785153,26.49010091173657,23.96140333061986,19.082134575047462,13.923479097358324,22.966660918326294,7.282628894854694,16.52449453966193,43.562007448013716,23.618328352542278,22.685591185569525,35.82222449791177
2019-01-01 23:00:00,8.65165104837434,7.194075885774282,30.742319000222697,3.6535534441913398,11.274879114154691,16.42410690851069,5.298431101990698,12.084884684704342,17.85676299782453,23.222509795356416,21.00573060894873,16.728326500599167,12.205998414320403,20.133691068959322,6.384306402237183,14.486174952266596,38.1885727063684,20.704974410794026,19.88729168211401,31.403502843042897
