timec,bnds,lon,lat,timec_bnds,pr_corr
2060-12-31 23:30:00,0,55.27,-20.9,2040-01-01 23:30:00,584.1429
2060-12-31 23:30:00,0,55.27,-20.869999999999997,2040-01-01 23:30:00,519.9524
2060-12-31 23:30:00,0,55.27,-20.84,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.27,-20.81,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.27,-20.779999999999998,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.27,-20.75,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.27,-20.72,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.27,-20.689999999999998,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.27,-20.66,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.300000000000004,-21.47,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.300000000000004,-21.439999999999998,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.300000000000004,-21.41,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.300000000000004,-21.38,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.300000000000004,-21.349999999999998,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.300000000000004,-21.32,2040-01-01 23:30:00,689.3333
2060-12-31 23:30:00,0,55.300000000000004,-21.29,2040-01-01 23:30:00,651.6667
2060-12-31 23:30:00,0,55.300000000000004,-21.259999999999998,2040-01-01 23:30:00,707.8571
2060-12-31 23:30:00,0,55.300000000000004,-21.23,2040-01-01 23:30:00,686.3333
2060-12-31 23:30:00,0,55.300000000000004,-21.2,2040-01-01 23:30:00,547.9524
2060-12-31 23:30:00,0,55.300000000000004,-21.169999999999998,2040-01-01 23:30:00,624.0476
2060-12-31 23:30:00,0,55.300000000000004,-21.14,2040-01-01 23:30:00,881.9048
2060-12-31 23:30:00,0,55.300000000000004,-21.11,2040-01-01 23:30:00,811.9524
2060-12-31 23:30:00,0,55.300000000000004,-21.08,2040-01-01 23:30:00,780.4762
